title,author,rating,publication_date
A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,01/03/02
Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,06/27/91
Alcoholics Anonymous,Alcoholics Anonymous,4.45,08/01/93
Alcoholics Anonymous,Alcoholics Anonymous,4.45,02/10/02
The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,01/01/93
The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,02/01/90
Natural Health  Natural Medicine,Andrew Weil,4.11,12/09/04
The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,05/05/04
The Complete Stories,Bernard Malamud/Robert Giroux,4.22,10/12/98
The Assistant,Bernard Malamud/Jonathan Rosen,3.89,07/07/03
Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,03/01/91
The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,09/18/03
Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,04/07/04
April  May und June,Elizabeth von Arnim,3.88,04/01/95
A Room with a View,E.M. Forster,3.91,01/01/05
A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,02/04/86
E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,01/17/71
The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,07/27/06
Howards End,E.M. Forster,3.96,10/29/02
Maurice,E.M. Forster,4.03,12/17/05
E. M. Forster: A Life,P.N. Furbank,4.14,05/02/94
Howards End,E.M. Forster,3.96,09/28/00
The Sixteen Pleasures,Robert Hellenga,3.59,05/01/95
Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,05/18/06
The Rescue (Kidnapped  #3),Gordon Korman,4.11,09/01/06
Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,02/01/06
Public Enemies (On The Run  #5),Gordon Korman,4.19,12/01/05
Runaway Bride,Deborah  Gordon,4.25,09/28/94
The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,04/05/95
Drina Dances in Paris,Jean Estoril,4.16,04/01/91
Drina Ballerina,Jean Estoril,4.16,01/17/91
Le Pont sur la Drina,Ivo Andrić/Pascale Delpech,4.33,07/05/99
Drina Dances in Italy,Jean Estoril,4.08,08/31/92
Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,10/20/91
Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,02/06/91
Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3,01/01/06
The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,09/10/89
Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,07/15/03
Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle/W.S. Hett,4.57,06/28/63
Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,09/01/98
The Trojan Women,Euripides/Gilbert Murray,3.89,01/01/06
Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,02/15/60
Moloka'i (Moloka'i #1),Alan Brennert,4.17,10/04/04
Teaching with the Brain in Mind,Eric Jensen,4.11,06/15/05
Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,05/10/01
Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,08/30/05
The Stories of Eva Luna,Isabel Allende,3.97,11/13/01
Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,12/01/94
El bosque de los pigmeos,Isabel Allende,3.77,09/06/05
Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,11/07/06
La casa de los espíritus,Isabel Allende,4.23,09/18/01
El plan infinito,Isabel Allende,3.72,05/14/02
El reino del dragón de oro,Isabel Allende,3.84,09/07/04
City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,04/27/04
Self,Yann Martel,3.43,04/07/03
Die Brücke über die Drina,Ivo Andrić/Ernst E. Jonas,4.33,03/01/03
Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,08/23/93
The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,09/07/06
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,09/12/06
Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,02/28/06
Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,07/01/98
1968: The Year That Rocked the World,Mark Kurlansky,3.78,01/11/05
A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,03/26/02
The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,02/01/01
The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,09/10/01
Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0,10/13/00
Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,03/06/01
Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,12/01/00
Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,08/28/05
Girlfriend in a Coma,Douglas Coupland,3.62,03/01/99
Corelli's Mandolin,Louis de Bernières,3.98,08/29/95
Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,07/03/06
Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,12/22/99
The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,06/27/06
Temptations,Otis Williams/Patricia Romanowski,4.19,06/25/02
The Thorn Birds,Colleen McCullough,4.23,09/06/05
Caesar (Masters of Rome  #5),Colleen McCullough,4.37,01/28/03
Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,02/01/97
On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,05/23/06
Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,02/14/99
Morgan's Run,Colleen McCullough,3.95,01/01/02
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,10/28/03
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,09/28/90
The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,07/01/92
Tim,Colleen McCullough,3.81,11/01/90
O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,12/14/00
The Five People You Meet in Heaven,Mitch Albom,3.93,09/23/03
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,04/15/04
The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,04/01/04
The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,03/28/06
Northern Lights,Tim O'Brien,3.29,09/01/99
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,09/01/99
Going After Cacciato,Tim O'Brien,3.91,09/01/99
In the Lake of the Woods,Tim O'Brien,3.78,09/01/06
The Nuclear Age,Tim O'Brien,3.45,12/01/96
The Rescue,Nicholas Sparks,4.11,04/01/05
A Bend in the Road,Nicholas Sparks,4.03,04/01/05
True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,04/11/06
Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,01/03/06
The Wedding (The Notebook  #2),Nicholas Sparks,3.99,08/01/05
El Guardián,Nicholas Sparks/Ramón González Férriz,4.15,04/01/05
Nights in Rodanthe,Nicholas Sparks,3.84,08/01/04
Message in a Bottle,Nicholas Sparks,3.96,02/01/99
A Walk to Remember,Nicholas Sparks,4.17,09/01/04
Icy Sparks,Gwyn Hyman Rubio,3.7,03/08/01
Message in a Bottle,Nicholas Sparks,3.96,12/01/99
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,10/31/06
Special Topics in Calamity Physics,Marisha Pessl,3.71,08/03/06
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.03,02/14/06
On Truth,Harry G. Frankfurt/Baruch Spinoza,3.52,10/31/06
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.15,06/20/06
Sharp Edges,Jayne Ann Krentz,3.86,07/27/04
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,12/31/01
The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.85,06/14/05
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.77,07/12/05
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus,3.54,05/10/05
The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.43,04/09/02
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,09/12/06
The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.59,09/01/96
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,12/12/06
The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,07/01/00
First Love,Ivan Turgenev/Constance Garnett,3.78,09/01/04
Love @ First Site,Jane Moore,3.41,05/09/06
First Love  Second Chance,Amanda Clark,3.73,02/22/95
The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,04/28/03
The Modern Prince and Other Writings,Antonio Gramsci,3.89,10/01/59
Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,04/01/83
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,11/04/04
Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,11/01/94
Anne of Avonlea,L.M. Montgomery/Susan O'Malley,4.23,12/01/98
A Tangled Web,L.M. Montgomery,3.88,08/01/89
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,10/06/98
Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,06/01/88
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,08/26/86
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle/Leslie S. Klinger,4.64,11/30/04
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,11/07/05
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,03/01/06
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle/John Gielgud/Ralph Richardson/Orson Welles,3.96,04/20/06
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,10/11/06
Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4,10/03/06
The Mysteries of Sherlock Holmes,Arthur Conan Doyle/Paul Bachem,4.18,10/15/96
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,07/01/01
The Unfortunate Tobacconist & Other Mysteries (Sherlock Holmes 1-6),NOT A BOOK,3.5,10/01/03
Personal Finance For Dummies,Eric Tyson,3.77,10/01/06
Personal Finance for Dummies,Eric Tyson/Rich Tennant,3.77,08/01/03
Catching Alice,Clare Naylor,3.38,10/31/00
The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,09/03/03
The Giver (The Giver  #1),Lois Lowry,4.13,01/24/06
The Wish Giver: Three Tales of Coven Tree,Bill Brittain/Andrew Glass,3.83,04/02/19
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.11,11/29/89
The Last Life,Claire Messud,3.56,09/28/00
The Hunters,Claire Messud,3.42,05/18/03
When the World Was Steady,Claire Messud,3.17,09/01/95
The Sea,John Banville,3.51,08/15/06
The Sea,John Banville,3.51,12/07/05
The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,06/12/01
Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,05/28/96
Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,10/12/93
Shroud (The Cleave Trilogy #2),John Banville,3.66,06/08/04
Ghosts,John Banville,3.61,12/17/98
On Beauty,Zadie Smith,3.73,08/29/06
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,12/09/03
The Black Book of Hollywood Beauty Secrets,Kym Douglas/Cindy Pearlman,3.37,12/01/06
Black Beauty,Anna Sewell,3.96,03/01/03
Truth and Beauty,Ann Patchett,3.94,04/05/05
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.11,09/07/04
Complete Short Stories,Graham Greene/Pico Iyer,4.17,02/01/05
The Power and the Glory,Graham Greene/John Updike,4,02/25/03
The Heart of the Matter,Graham Greene,3.99,10/07/04
Orient Express,Graham Greene/Christopher Hitchens,3.46,08/31/04
Journey Without Maps,Graham Greene/Paul Theroux,3.6,06/27/06
The Quiet American,Graham Greene/Robert  Stone,3.97,08/31/04
Collected Short Stories,Graham Greene,3.98,04/01/93
The Third Man & The Fallen Idol,Graham Greene,3.77,07/01/92
The Tenth Man,Graham Greene,3.73,02/01/98
The Autograph Man,Zadie Smith,3.16,06/17/03
White Teeth,Zadie Smith,3.77,06/12/01
Stranger than Fiction,Chuck Palahniuk,3.57,05/10/05
Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,03/02/04
Selected Poems of Herman Melville,Herman Melville/Robert Penn Warren,3.77,09/10/04
Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,04/15/83
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville/Harrison Hayford,4.18,04/01/85
Redburn,Herman Melville/Harold Beaver,3.62,08/26/76
Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,05/06/82
Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.84,08/26/03
Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.8,09/13/05
Moonraker (James Bond  #3),Ian Fleming,3.74,12/31/02
Moonraker's Bride,Madeleine Brent,4.31,06/12/78
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,01/01/84
Casino Royale (James Bond  #1),Ian Fleming,3.73,08/27/02
Goldfinger (James Bond  #7),Ian Fleming,3.8,08/27/02
On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,09/02/03
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,04/06/04
Book of Sketches,Jack Kerouac/George Condo,3.8,04/04/06
The Dharma Bums,Jack Kerouac,3.92,08/03/00
Book of Haikus,Jack Kerouac,3.91,03/02/04
The Subterraneans,Jack Kerouac,3.68,09/06/07
Ballet Shoes,Noel Streatfeild,4.07,12/23/04
Theater Shoes (Shoes  #4),Noel Streatfeild/Diane Goode,4.02,11/15/94
Movie Shoes (Shoes  #6),Noel Streatfeild,4,05/01/84
Party Shoes (Shoes  #5),Noel Streatfeild,3.64,09/01/02
Thursday's Child (Margaret Thursday  #1),Noel Streatfeild,3.98,12/01/85
Miss Happiness and Miss Flower,Rumer Godden/Gary Blythe,4.27,09/01/06
The River,Rumer Godden,3.95,04/16/04
The Dolls' House,Rumer Godden/Christian Birmingham,4.01,11/03/06
China Court: The Hours of a Country House,Rumer Godden,3.97,12/31/93
Rumer Godden,Anne Chisholm,3.82,06/11/99
The Corrections,Jonathan Franzen,3.79,09/02/02
Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel/Stormie Omartian,3.93,03/31/10
Original Sin (Adam Dalgliesh #9),P.D. James,3.91,12/02/05
Original Sin: Illuminating the Riddle,Henri Blocher,3.68,10/02/00
An Original Sin,Nina Bangs,3.75,07/01/99
Aliens: Original Sin,Michael Jan Friedman,3.71,10/26/05
Death in Holy Orders (Adam Dalgliesh  #11),P.D. James/Christa Seibicke,3.92,03/26/02
The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,10/10/06
Unnatural Causes (Adam Dalgliesh #3),P.D. James,3.94,05/20/02
Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,05/20/02
A Mind To Murder (Adam Dalgliesh  #2),P.D. James,3.82,05/20/02
A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,11/08/05
Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,02/27/01
Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,05/08/01
The Black Tower (Adam Dalgliesh #5),P.D. James,4,10/02/01
Innocent Blood,P.D. James,3.68,08/02/01
Don Quixote,Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom,3.87,04/26/05
Don Quixote,Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría,3.87,02/25/03
Don Quixote,Miguel de Cervantes Saavedra/Walter Starkie,3.87,06/03/03
Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,04/10/01
Lectures on Don Quixote,Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam,3.87,04/18/84
Cliffs Notes on Cervantes' Don Quixote,Marianne Sturman,3.61,07/08/64
Desert Heat (Joanna Brady  #1),J.A. Jance,4,09/01/04
Kentucky Heat,Fern Michaels,4.19,09/01/02
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.86,07/15/03
Texas Heat (Texas  #2),Fern Michaels,4.18,11/27/01
Primal Heat (Includes: Breeds  #8.5; Devlin Dynasty  #1; Moon Lust  #1),Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton,4.13,05/15/04
Heat and Dust,Ruth Prawer Jhabvala,3.55,04/16/99
Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,04/13/04
Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food,Joel Salatin/Michael Pollan,4.01,02/19/05
The History of Love,Nicole Krauss,3.92,05/17/06
A Brief History of Time,Stephen Hawking,4.17,09/01/98
A Short History of Nearly Everything,Bill Bryson,4.21,11/01/05
The Politically Incorrect Guide to American History,Thomas E. Woods Jr.,4.03,11/01/04
A History of the World in 6 Glasses,Tom Standage,3.76,05/16/06
A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,3.87,03/02/04
The Sun Also Rises,Ernest Hemingway/William Hurt,3.82,10/17/06
The Bon Appetit Cookbook,Barbara Fairchild,4.07,08/15/06
The Barefoot Contessa Cookbook,Ina Garten/Melanie Acevedo,4.15,04/06/99
Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,05/01/05
Sylvia,Leonard Michaels/Diane Johnson,3.86,05/29/07
The Life Of Dashiell Hammett,Diane Johnson,3.73,01/23/84
Divorcio a la Francesa: Le Divorce,Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre,2.88,06/01/03
London is the Best City in America,Laura Dave,3.45,05/18/06
Hyperion (Los Cantos de Hyperion  #1),Dan Simmons/Carlos Alberto Gardini,4.24,06/01/05
The Fall of Hyperion (Hyperion Cantos  #2),Dan Simmons,4.2,02/20/92
Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,07/19/06
Die Hyperion-Gesänge,Dan Simmons/Joachim Körber,4.42,08/01/02
La Chute d'Hypérion II,Dan Simmons/Guy Abadia,4.2,12/26/00
Endymion,Dan Simmons/Guy Abadia,4.17,12/14/98
Olympos (Ilium  #2),Dan Simmons,3.94,07/25/06
Ilium (Ilium  #1),Dan Simmons,4.03,06/28/05
The Terror,Dan Simmons,4.07,01/08/07
Worlds Enough & Time: Five Tales of Speculative Fiction,Dan Simmons,3.75,11/26/02
Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,09/15/03
Endymion (Hyperion Cantos  #3),Dan Simmons,4.17,12/01/96
A Winter Haunting (Seasons of Horror  #2),Dan Simmons,3.6,12/31/02
The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,08/25/01
The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,05/18/04
The Great House of God,Max Lucado,4.25,10/31/01
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,09/06/99
The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho/Amanda Hopkinson/Nick Caistor,3.61,07/03/06
Nine Stories,J.D. Salinger,4.19,01/30/01
The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,3.94,09/15/06
American Psycho,Bret Easton Ellis,3.82,04/21/10
Lunar Park,Bret Easton Ellis,3.7,08/29/06
The Burden of Proof (Kindle County Legal Thriller #2),Scott Turow,4.06,12/01/00
Godless,Pete Hautman,3.6,11/01/05
That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,09/02/05
Soul Mates: Honouring the Mysteries of Love and Relationship,Thomas  Moore,3.99,12/13/13
